What country in Latin America is the largest one ?,19
On which Hawaiian island is Pearl Harbor ?,16
What feathered cartoon characters do Yugoslavians know as Vlaja ` Gaja ` and Raja ?,4
What Marx Brothers movie centers on a stolen painting ?,1
What was unusual about Alexandra 's appearance in Josie and the Pussycats ?,12
What is the origin of the word `` mind '' ?,12
When was Dick Clark born ?,8
What game is fatal to anybody over 21 ?,30
What is the death toll of people dying from tuberculosis ?,37
What happened to Moon Maiden ?,12
What city is wiener schnitzel named for ?,22
What are the Urals ?,7
How can you stop the itch from poison ivy ?,0
What desert has the highest sand dunes ?,16
What two countries contain Sierra Nevada mountains ?,19
How do you tell your parents you are dating an older man ?,0
How long was the TV mission of Star Trek 's Enterprise to be ?,28
What phone number can I call to have a tree planted ?,42
When did the `` Star-Spangled Banner '' become the national anthem ?,8
Who was Lacan ?,34
What are the four natural aids used in riding a horse ?,32
What continent 's name appears on the upper left corner of a Budweiser label ?,16
Who was the Secretary of War in the Civil War during the Battle of Gettysburg ?,4
Who did Bobby Fischer beat to win the world chess championship ?,4
How do you exterminate bees that are in the walls of your home ? Will bee eggs remain over winter ?,0
Where can I get information and statistics on countries and nations ?,16
Name a Gaelic language .,40
What day is August 13 ` 1971 ?,8
Where can I find a list of all the companies in America that offer a direct stock purchase plan ?,16
How do you send a movie transcript to Hollywood so that it can be produced into a film ?,0
What literary classic centers on the search for a treasure in gold worth 7 ` 0 pounds ?,1
What is the origin of blue for boys and pink for girls ?,12
What is the name of the Michelangelo painting that shows two hands with fingers touching ?,1
How big is a quart ?,33
What is the Hub of London ?,7
Jude Law acted in which film ?,1
What causes panic attacks ?,9
What was the filling in the first golf balls ?,7
What drug did Sigmund Freud become fascinated with while experimenting with the treatment of neurasthenia ?,24
What country was A Terrible Beauty to Leon Uris ?,19
What is typhoid fever ?,7
Where can I buy a hat like the kind Jay Kay from Jamiroquai wears ?,16
What are the Twin Cities ?,7
What is Beethoven 's 9th symphony called ?,1
Name the lawyer for Randy Craft .,4
Which breakfast cereal brought you `` the best each morning '' ?,18
What does Ms. ` Miss ` and Mrs. stand for ?,3
What is the Homelite Inc. home page ?,16
What explosive do you get by mixing charcoal ` sulfur and saltpeter ?,29
What mountainous region of the world is the Lhasa Apso dog native to ?,16
What cancer is commonly associated with AIDS ?,24
How long does it take light to reach the Earth from the Sun ?,28
Who lives at 39 Stone Canyon Way ?,4
How many questions are on this thing ?,13
Who played Humpty Dumpty in the 1933 film Alice in Wonderland ?,4
Who is Karenna Gore ` Al Gore 's oldest daughter ` married to ?,4
Who played the title role in I Was a Teenage Werewolf ?,4
Why are there olives in martinis ?,9
In what year did Hitler gain power of Germany ?,8
What year did Rossetti paint `` Beata Beatrix '' ?,8
What record company produced the 1978 movie The Wiz ?,5
Where can I find information about touring the Philippines ?,16
What did The Gas House Gang play ?,14
How many square feet is Bill Gates ' home ?,13
What is the name of actor Rex Harrison 's son ` who starred in a modestly popular TV show during the late 1960's ?,4
What is the highest Roman numeral ?,7
What 's the most popular form of bridge ?,14
Who was the inventor of the stove ?,4
What comedian has a legendary reputation for stealing jokes ?,4
Where can I find information on the cyclone that hit New Jersey on 8/28/1941 ?,16
Boxing Day is celebrated on what date ?,8
What are the first ten amendements passed ?,1
What is another term for the painful wrist syndrome ?,24
What 's the difference between sleet and freezing rain ?,12
How is the new Ford Econoline van F25 V1 engine ?,0
Who was the king who was forced to agree to the Magna Carta ?,4
Who was made the first honorary citizen of the U.S. ?,4
What game is Garry Kasparov really good at ?,30
Where was Richard Nixon when Gerald Ford became president ?,16
Where does the U.S. rank among world countries in area ?,46
What novel did Ian Fleming introduce James Bond in ?,1
What was the target rate for M3 growth in 1992 ?,41
What baseball team was routinely called `` dem bums '' by its frustrated fans ?,5
Name of scholar on whose literal translations from the Chinese and Japanese Ezra Pound depended ?,4
When did Israel begin turning the Gaza Strip and Jericho over to the PLO ?,8
What are the major differences in the Catholic and Methodist religions ?,12
Name the On Stage character whose face was never seen .,4
How much energy is released when oxygen and hydrogen mix ?,13
What is the best Internet business to go into ?,5
What does Venus Retrograde mean ?,7
Who is known as `` the world 's oldest teenager '' ?,4
What are the largest breweries in the world ?,16
What does Las Vegas mean ?,7
What does the word `` meta '' mean ?,7
What keeps clouds in the air ?,14
What 's the term for any four-sided figure ?,21
Ray Charles plays which instrument ?,35
What country and western singer is known as The Silver Fox ?,19
What building appropriately enough is depicted on the back of the 1-dollar bill ?,16
What is graduate school ?,7
What is the difference between New York-style and Chicago-style pizza ?,12
What baseball team owner and sailor is known as The Mouth of the South ?,4
What type of betting is used in horse racing ?,30
What kind of hat does Bat Masterson wear ?,27
Who was with Patricia Hearst the night she was kidnaped ?,4
What is the Viking Prince 's first name ?,4
What does the abbreviation cwt. ?,3
In what deodorant commercial did tenants have adjoining medicine cabinets ?,14
Where is Rider College located ?,16
What boxer 's life story is titled Raging Bull ?,4
For what reason did some San Diego schools stop serving apples ?,9
Who advised listeners to `` see the U.S.A. in your Chevrolet '' ?,4
Where was the first restaurant ?,16
Where can I find full written draft of CTBT ?,16
How many horses died during the civil war ?,13
How much waste does an average dairy cow produce in a day ?,13
What Nobel laureate was expelled from the Philippines before the conference on East Timor ?,4
What woman has carried the most multiple births ` twins ` triplets ` etc. ` ?,4
How many minutes were there on the original GE College Bowl clock ?,13
What is the average time it takes for a male to ejaculate ?,28
What is website of the International Court of Justice ?,16
Where are 8 of the 10 highest mountains in the world ?,16
Where can I look at a perpetual calendar ?,16
How many astronauts have been on the moon ?,13
In what year did the Bounty mutiny happen ?,8
What is the only substance that gives food its `` taste '' when eaten ?,29
How do you reference a website ?,0
What is pandoro ?,7
What do the letters ZIP stand for in the phrase `` ZIP code '' ?,3
Which Bourbon king was restored to the French throne during Napoleon 's abdication ?,4
What is one of the cities that the University of Minnesota is located in ?,22
What are the words to `` My Way '' written by Paul Anka ?,12
How do I install a tile floor ?,0
What is the quickest and easiest way to get nail polish out of clothes ?,32
Why was the zipper invented ?,9
What 's the No. 1 killer in industrialized countries ?,14
Name four famous cartoon cats .,2
What daughter of Henry VIII and Anne Boleyn became queen of England ?,4
How did ` stat ' come to be used as an expression for quickly ?,0
What 's the most common nickname of U.S. college football teams ?,5
What 's the distinction of U.S. Supreme Court Justice Thurgood Marshall ?,12
What is the most useful site on the Internet ?,16
What is the world 's highest peak ?,25
What was a Mae West on a World War II battleship ?,7
Define cosmology .,7
What comedienne upstaged Dwight D. Eisenhower 's first inauguration by giving birth to her first child ?,4
What are amicable numbers ?,7
When were the Olympic Games in which Nadia Comaneci became popular played ?,8
Where is Hearst Castle ` built by publisher William Randolph Hearst ?,16
What 's the largest U.S. city on the Great Lakes ?,22
Who sang about Desmond and Molly Jones ?,4
What magazine gives us the cream ` not the skim ?,1
What does the technique called `` cold fusion '' produce ?,32
What costume designer decided that Michael Jackson should only wear one glove ?,4
What meter did Shakespeare use in writing : `` To be ` or not to be ` that is the question.. . '' ?,14
How many rows of sprocket holes does a roll of 35-millimeter film have ?,13
What is the goat population of the world ?,13
What company was the original sponsor of TV 's Superman ?,5
What term does a Czech use to describe a Pole ?,21
What sea separates Naples and Algiers ?,16
How many lawyers are there in the state of New Jersey ?,13
What are the most common elements in seawater ?,29
Describe the Finnish music personality Salonen 's appearance .,12
What is the origin of the ethnic category `` caucasian '' ?,12
What is a stratocaster ?,7
What kind of science is cosmology ?,14
Name the blind sculptress in love with the Fantastic Four 's Thing .,4
What 's the second-lightest element ?,29
What do you call a `` twirl '' in ballet ?,21
What is the brand name of daminozide ?,27
What is the former name of Zimbabwe ?,21
What National Basketball Association superstar told his story in Giant Steps ?,4
What animals did The Amazing Three masquerade as ?,2
How did the bikini bathing suite get its name ?,0
When did Fraze get his first patent for the pull-tab can ?,8
How many games are played in a five-team round-robin tournament ?,13
Who developed the first polio vaccine ?,4
Who made the first gas engine ?,4
What country claimed Rubens ` Van Dyck and Bruegel as citizens ?,19
What civil war was fought between 1936 and 1939 ?,10
How many questions do you have on your database ?,13
How do clouds form ?,0
Where can I find examples of legal cases about the Individuals with Disabilities Education Act ?,16
What character did Tex Avery first create upon arriving at MGM ?,4
When was the Triangle Shirtwaist fire ?,8
What Asian spiritual and political leader was married at the age of 13 ?,4
Where is Ocho Rios ?,16
What is the half-life of P-32 ?,7
What ocean does Mauritania border ?,16
Why do pressure cookers save time in the kitchen ?,9
Why are there 12 people on a jury in criminal cases ?,9
What do Christian Scientists believe in ?,12
What World War I battle saw 6 ` 0 troops killed in one day ?,10
What country is Kosovo a part of ?,19
Tell me what city the Kentucky Horse Park is near ?,22
What computer operating system is on the most computers ?,27
What is Bill Gross 's email address ?,16
What is the economic impact of unemployment on the economy ?,12
What do the letters D.C. stand for in Washington ` D.C. ?,3
What animals can live the longest without food ?,2
What English queen had seventeen children ?,4
What is the approximate population of Las Vegas ` N.M ?,37
How much does the President get paid ?,26
What two baseball players make up the battery ?,4
What 's the largest letter in Salvador Dali 's signature ?,15
What does an irate car owner call iron oxide ?,21
Of children between the ages of two and eleven ` what percentage watch `` The Simpsons '' ?,41
What 's the northernmost U.S. state apart from Alaska ?,11
Name an art gallery in New York .,16
Who sells Viagra ?,4
What musical instrument did Prewitt play in James Jones 's From Here to Eternity ?,35
What is the Home Rule Act ?,7
What building are British monarchs crowned in ?,16
What are Bellworts ?,7
Who was Darius ?,34
What movie told of Anna Anderson 's claim to be a Russian czar 's daughter ?,1
Who did Dita Beard work for ?,4
What kind of creature is a coot ?,2
Name the university of which Woodrow Wilson was president .,5
What country was first to use the airplane as a weapon of war ` against the Turks in Libya ?,19
What university was Woodrow Wilson President of ?,5
What is a fear of disease ?,24
What kind of meat is Fray Bentos synonymous with ?,18
What did Mr. Magoo flog on TV for General Electric ?,14
What are the words to the Canadian National anthem ?,12
What is the name of the Jewish alphabet ?,21
Who served as inspiration for the schoolteacher portrayed by Robin Williams in `` Dead Poets Society '' ?,4
What is Columbia Tristar 's phone number ?,42
Name the five positions who are in the line of succession to the presidency .,6
Which one of the original seven Mercury program astronauts did not fly on any of the Mercury flights ?,4
Who is the best known villain of the 165 Gunpowder Plot ?,4
What is the capital of Burkina Faso ?,22
What continent is Bolivia on ?,16
Why was Muhammad Ali stripped of his title and barred from boxing in 1967 ?,9
Who killed more people ` Hitler or Stalin ?,4
What caused Shea & Gould to close their L.A. office ?,9
What 's the only mammal that can 't jump ?,2
What U.S. state has the most blondes ?,11
What war saw battles at Parrot 's Beak and Black Virgin ?,10
What was the U.S. highway death toll in 1969 ?,13
What does the name Kelly mean ?,7
What is a phalanx ?,7
What mustachioed comedian portrayed Frankie in North to Alaska ?,4
What does each of the utilities cost in Monopoly ?,26
What actor and World War II airman had a $5 ` 0 bounty put on his head by Hermann Goering ?,4
What does e.g. stand for ?,3
What is the name of the medical condition in which a baby is born without a brain ?,24
How do storms form ?,0
Who is Nicolo Paganini ?,34
What city is often called The Insurance Capital of the World ?,22
What are the three animals in Sheila Burnford 's The Incredible Journey ?,2
Who portrayed Dracula in Hammer Studios ' films ?,4
Name one of the Seven Wonders of the Ancient World .,14
When were fish first believed to be found on earth ?,8
What President 's favorite Biblical quotation was : `` Come now ` and let us reason together '' .,4
How many elevators do you ride to reach the top floor of the Empire State Building ?,13
Name the food company that traveled to Soviet Georgia to film a series of ads .,5
What country was Sir Edmund Hillary born in ?,19
What 's an infant seal called ?,2
What was the proper Laugh-In respones to : `` Say goodnight ` Dick '' ?,12
What city was John F. Kennedy nominated for president in ?,22
How long does a dog sleep ?,28
What 1963 Joseph L. Mankiewicz film cost $28 million ?,1
What Japanese electronics company was named for a coastal city northeast of Tokyo ?,5
What can you be fined for having a dog on a beach ?,26
Where did the Battle of the Bulge take place ?,16
How much will the California be in the year 2000 ?,13
What mystery writer penned `` ...the glory that was Greece ` and the grandeur that was Rome '' ?,4
What state full of milk and honey was the destination in The Grapes of Wrath ?,11
What is the tallest building in Japan ?,16
Where is Sinn Fein 's headquarters ?,16
Name Li 'l Abner 's favorite Indian drink .,18
What are some important events of the 1830 's ?,10
The Iraqis launched their attack on Kuwait on what day ?,8
What letter adorns the flag of Rwanda ?,15
What did 8 ` CD NNS VBP TO VB NNP POS NN .,14
What is God ?,7
What country 's northernmost city is Darwin ?,19
What sound does Olympia ` Washington ` overlook ?,16
What TV show chronicled the lives of Katy Holstrum and Congressman Glen Morley ?,1
What Kentucky city calls itself The Horse Center of America ?,22
How many penny-farthings are there on a Trivial Pursuit game board ?,13
What 's the most abundant element in the sun ?,29
What European country boasts the city of Furth ` found where the rivers Rednitz and Pegnitz converge ?,19
What U.S. state is Dixville Notch in ?,11
Where was the Cisalpine Republic ` 1797-185 ` ?,16
What is the largest shopping mall in the world ?,16
What is the protagonist 's name in Dostoevski 's `` The Idiot '' ?,4
What penalty space lies between Baltic Avenue and Reading Railroad on a Monopoly board ?,14
What presidential press secretary dismissed Watergate as a third-rate burglary attempt ?,4
What is a meerkat ?,7
Who was Jean Nicolet ?,34
What kind of animal was Winnie the Pooh ?,2
Which of these are authors ?,4
What 's the international radio code word for the letter B ?,39
Who was the original Humpty Dumpty ?,4
What is cache memory ?,7
Aspartame is also known as what ?,21
Where is the location of the Orange Bowl ?,16
When is President Nixon 's birthday ?,8
What is the origin of the midwest slang ` ` you 're darn tootin ' ?,12
Whose cupboard was bare ?,4
What are the seven seas ?,16
What does IBM stand for ?,3
What is the difference between jazz and blues ?,12
What is the C programming language ?,7
What 's the name of Popeye 's adopted son ?,4
Who invented the vacuum cleaner ?,4
What is a ` borrow pit ' ?,7
What 2th-century fictional character attends Pencey Prep School ?,4
How many people in the USA say their number one source of information is the newspaper ?,13
Who does Shakespeare 's Antonio borrow 3 ` 0 ducats from ?,4
Which country is known as `` Big Bear '' ?,19
What `` melts in your mouth ` not in your hands '' .,18
How many times a day should you take a prescription marked `` q.i.d . '' ?,13
What is the origin of the atom ?,12
Who is the Voyager project manager ?,4
Which radio stations air the Jim Bohannon Radio Talk Show ?,5
What two commanders directed the forces in the Battle of El Alamein ?,4
Name the creator of `` The Muppets '' .,4
How do I e-mail someone at aol.com from yahoo.com ?,0
Who replies `` I know '' to Princess Leia 's confession `` I love you '' in The Empire Strikes Back ?,4
What is the meaning of the name Ella ?,7
What 's the home of the Rockettes ?,16
Where can I find all the information I need to know about the English Civil War ` 1642-1649 ` ?,16
What is the name of the firm that makes Spumante ?,5
What sport is played on the largest field ?,30
Who won the 1967 Academy Award for Best Actor ?,4
What is after death ?,14
Name the first private citizen to fly in space .,4
What was football star Elroy Hirsch 's nickname ?,4
What singer sings `` Oh Boy '' ?,4
How much pizza do Americans eat in a day ?,13
What is the website for the USA journal ?,16
What army 's motto is Blood and Fire ?,5
What kind of patent did Ermal Fraze get in 1963 ?,14
What are you hearing when you put a seashell to your ear ?,12
Why are haunted houses popular ?,9
Which gender has bigger thighs ?,14
What U.S. state has the second-longest coastline ?,11
What state 's home to the Buffalo Bill Historical Center ?,11
How fast do cheetahs run ?,38
What is Ray Bradbury 's illustrated man illustrated with ?,14
How fast is a 45Mhz processor ?,38
What kind of puzzle first appeared in the U.S. in the New York World on December 21 ` 1913 ?,14
What count did Alexandre Dumas write about ?,4
What are the odds of giving birth to twins ?,41
What is the largest natural lake in Pennsylvania ?,16
How far is London UK from California ?,43
Name the two mystical ravens Odin has at his command .,2
What was the species of Winnie the Pooh ?,2
What is the virus HIV ?,7
How many years old is Benny Carter ?,13
What Hermann Hesse book gave its name to a rock group ?,1
Where does the Santa Fe Trail begin and end ?,16
What book is the follow-up to Future Shock ?,1
What African animals are known as The Big Five ?,2
What is the alphabet for Latin ?,15
What is the fear of frogs ?,24
Which city in Canada is the least-populated ?,22
How old is Stevie Wonder ?,28
Who was the first Taiwanese President ?,4
Who is Luke Skywalker 's father ?,4
What does a dipsomaniac crave ?,14
What is the definition of the term `` weapons system '' ?,7
What are Christopher Marlowe 's and Shakespeare 's literary contributions to English literature ?,12
What is Nero Wolfe 's favorite drink during office hours ?,18
What is the first personal computer company ?,5
What is the most efficient way to start a barbeque ?,32
Who was Jane Goodall ?,34
Why are there Braille things on the ATM machines that people drive through ?,9
Where is the Isle of Man ?,16
What book did Aaron Hass write ?,1
What was the death toll at the eruption of Mount Pinatubo ?,37
When will the millennium officially begin ?,8
Who created the comic strip ` `` Garfield '' ?,4
Which Vietnamese terrorist is now a UN delegate in Doonesbury ?,4
What is real time processing ?,7
What do we call the imaginary line along the top of the Rocky Mountains ?,16
What country 's capital is Lagos ?,19
Where does Ray Bradbury 's Chronicles take place ?,16
Who is the current prime minister and president of Russia ?,4
Who established a Viking colony in Greenland about 985 ?,4
What was the distinguishing mark on the `` Little Rascals '' dog ?,45
What is the latitude and longitude of El Paso ` Texas ?,37
Where can I get information about cystic fibrosis ?,16
Where did Honecker rule ?,16
What is the theory of equivalence states ?,7
What does a philatelist collect ?,14
What is the life span of the average monkey ?,28
How many member states are in the UN ?,13
Who shot and killed himself while painting Wheatfield with Crows ?,4
What will happen when sodium is put in water ?,12
What 's the meaning of UOL ?,7
What future President became Senate majority whip under Harry Truman ?,4
Who was the architect of Central Park ?,4
Which operating system runs on IBM-compatible machines ?,27
What are the dimensions of an ice hockey goal ?,43
When was CNN 's first broadcast ?,8
What are the signs of a country going into a recession ?,45
What is the circumorbital hematoma ?,7
What African country is governed from Ouagadougou ?,19
What was the Christian name of the title character in Our Miss Brooks ?,4
What hard-of hearing artist painted Sunflowers ?,4
Who were the Yankee 's frequent enemies ?,5
Who wrote Sons and Lovers ?,4
What is the English translation for the word `` caliente '' ?,21
What handicraft requires you to interlace your warp and weft ?,32
What French seaport claims to be The Home of Wines ?,22
How long does it take sunlight to reach Earth ?,28
How many milliseconds in a second ?,13
What Cherokee Indian gave his name to a tree ?,4
When were camcorders introduced in Malaysia ?,8
What is the chance of conceiving quadruplets ?,41
Who was the star of Leave It to Beaver ?,4
What countries have the largest armed forces in the world ?,19
What was William F. Cody 's better-known name ?,4
How do I increase my biceps ' size ?,0
Who did Richard Nixon tender his resignation to ?,4
Who was Thucydides ?,34
How is the element strontium purified ?,0
Which of the following rock 'n roll stars has a `` star '' on Hollywood Boulevard ?,4
What are tonsils for ?,9
What molecules include fluorine ` sodium and magnesium ?,29
What was the name of the ball game played by the mayans ?,30
What was the sequel to The Moon 's Balloon ?,1
What is the exchange rate for Australian to American money ?,26
What is the origin of the word ` posh ' ?,12
How can anyone tell if a female had sexual intercourse ?,0
How many states did Richard Nixon carry in 1972 ?,13
What basketball maneuver did Bert Loomis invent ?,32
What is a good book to read for people who hate to read ?,1
How many shillings more than 2 were there in a guinea ?,13
What does a tarantula eat ?,18
What are the three secondary colors ?,20
What does the name `` Sabrina '' mean ?,7
Who took over as conductor of the Boston Pops after Arthur Fiedler 's long reign ?,4
What were the trials called which followed World War II ?,10
What is hebephrenia ?,7
What Nazi leader killed himself in jail just before he was to be executed as a war criminal ?,4
What famous events have happened on March 27 ?,10
Which company claimed to be `` the world 's biggest toy store '' ?,5
What brand number graces the black label of a bottle of Jack Daniel 's ?,37
What do I call the sons and daughters of my first cousins ?,21
What were the causes of the Civil War ?,9
What are Maid-Rites ?,7
What city is terrorized by Dracula in The Night Stalker ?,22
How can you prevent it ?,0
What do the names Andrew and Christina mean ?,7
What chocolate bar created by Frank Mars and his wife is often called a Milky Way with peanuts ?,18
Who is the fastest guitarist ?,4
What do camels store in their humps ?,14
What is the name of the second space shuttle ?,47
What is the best hospital for orthopedics in the country ?,16
What are perfect tenses ?,7
What is commonly considered the fifth sense ?,7
What was another name for East Germany ?,21
What 's the second-biggest-selling magazine in America ?,1
Who betrayed Norway to the Nazis ?,4
Who took the toys donated for the Doodyville Orphans ' Fund and kept them for himself ?,4
What is a bourdon tube ?,7
What kind of a sports team is the Wisconsin Badgers ?,30
Who were the Picts ?,4
What do Caroll Baker ` Tammy Grimes ` Debbie Reynolds ` and Judy Garland all have in common ?,12
What is film noir ?,7
Who is stationed at Camp Swampy in the comic strips ?,4
In what year did China and the Republic of Korea establish diplomatic relations ?,8
What causes tuberculosis ?,9
How tall is the giraffe ?,43
What actor dressed up as Santa Claus and had a once-a-year affair with actress Shelley Winters every Christmas for many years ?,4
What animal was the heat-seeking missile called the Sidewinder named for ?,2
How long did it take Stanley to find Livingstone ?,28
How much of the nation 's children between the ages of two and eleven watch ` The Simpsons ' ?,13
What lake is Sheboygan on ?,16
What are a baseball team 's firemen ?,7
What is a fear of color ?,24
What Nantucket shipwreck killed more divers exploring it than the 52 people it sank with ?,47
What are the two largest birds on earth ?,2
Name the four stories contained in Edith Wharton 's `` Old New York . '',1
What is the largest lake in North America ?,16
How many people died because of a smoking problem in 1997 ?,13
What is chronic constipation a symptom of ?,24
Who wrote The Look of Love after viewing Ursula Andress ?,4
What is the name of the American swimmer who won seven gold medals in the 1972 Olympics ?,4
Who claims to have the greatest show on earth ?,4
What is Head Start ?,7
What Honeymooners actress did Television magazine name as 1953 's most promising star ?,4
Why can 't women serve in the Navy on board submarines ?,9
What did the Yalta Conference lead to ?,14
What dog was dubbed The Mortgage Lifter ?,2
What is saltpeter ?,7
What 's the difference between J.D. and LL.M. ?,12
What kind of organization is ` Last Chance for Animals ' ?,5
What was the role of the Medieval Guild ?,4
Silly putty was invented by whom ?,4
What should the oven be set at for baking Peachy Oat Muffins ?,14
How can someone become a federal agent ?,0
Who invented the paper clip ?,4
Whom did Lauren Bacall marry after her husband Humphrey Bogart died ?,4
How many times in his 16-year National Basketball Associaton career was John Havlicek a member of the all-star team ?,13
What city or state do the most gay men live in ?,22
Shea and Gould had an office in Los Angeles for how long before closing it ?,28
What word occurs 46 ` 227 times in the Bible ?,39
How can you be happy ?,0
How would someone go about becoming an organ donor ?,0
What year did Degas create the bronze sculpture ` `` Fourth Position Front ? '',8
What composer was awarded the Medal of Honor by Franklin D. Roosevelt ?,4
How many URL extensions are there ? and what are they ?,13
How long after intercourse does it take to find out if you are pregnant ?,28
What does U.S.S.R. stand for ?,3
Who created the Fantastic Four ` Hulk ` and Thor ?,4
What is a fear of gravity ?,24
Who is the composer of `` Canon in D Major '' ?,4
What did n't Rocky Marciano do in his pro boxing career ?,12
Where are all European and American eels born ?,16
Who was the author of the novel `` Far From the Madding Crowd '' ?,4
What is the definition of ` graphic details ' ?,7
What was `` America 's recessed-filter cigarette '' ?,27
What kind of dog is Scooby Doo ?,2
What is the function of the appendix ?,9
What department store heir is responsible for raising a three-ton safe from the underwater wreckage of the Andrea Doria ?,4
Which sex is twice as likely to contract leprosy ?,14
What was the first town to be chartered in Vermont ?,22
What state has the longest Great Lakes shoreline ?,11
What U.S. state ends with a G ?,11
How many varieties of twins are there ?,13
What is a Cartesian Diver ?,7
What are the largest libraries in the US ?,16
How many people live in the Falklands ?,13
Who was Camp David named for ?,4
What document did President Andrew Johnson want a copy of placed under his head upon his burial ?,1
Who portrayed `` the man without a face '' in the movie of the same name ?,4
What happened in dogtown in 1899 to make that year remembered ?,12
What wheel did Blaise Pascal invent in a search for perpetual motion ?,14
How much money was the minimum wage in 1991 ?,26
In what year was the first patent for the pull-tab opener on cans obtained ?,8
What country boasts the most dams ?,19
What is the regular price ?,26
What Metropolis landmark was first introduced in the Superman cartoons of the 1940 's ?,16
Where can one find Mozambique ?,16
How do you recognize anorexia ?,0
What Mary Tyler Moore Show regular came into the world as Tadeus Wladyslaw Konopka ?,1
In what city is the US Declaration of Independence located ?,22
What is the largest variety of cactus ?,7
Who won the first World Series ?,4
What did Aaron Hass write ?,1
Who is Samuel Pickering ?,34
What was the business of the animated Sky Hawks ?,5
Who was credited with saying : `` I never met a man I did n't like '' ?,4
What overalls are named for Dungri ` a suburb of Bombay ?,14
Why do rooftops give off steam after a big rainstorm ?,9
What nationality was Jackson Pollock ?,19
How much of the earth 's surface is permanently frozen ?,13
What is the connection between New Krypton and Daxam ?,14
When was Queen Victoria born ?,8
How many people were executed for Abraham Lincoln 's assassination ?,13
What must a Las Vegas blackjack dealer do when he reaches 16 ?,12
What is worth seeing in Reims ?,16
What type of performer is Ileana Cotrubas ?,14
When was Yemen reunified ?,8
What line of candy products included Super Skrunch and Peanut Butter Oompas ?,18
Why did the Anglican church split from the Vatican ?,9
What organization has a Security Council ?,5
How would I find the price of different organs that have been donated ?,0
What Mexican leader was shot dead in 1923 ?,4
What does NECROSIS mean ?,3
What is magnetar ?,7
What feud ended with a marriage in Kentucky on March 21 ` 1891 ?,10
What color is the stripe along each side of a Coho salmon ?,20
What is the federal minimum wage ?,26
Mississippi is nicknamed what ?,21
What are the unemployment statistics for the years 1965 and 1990 ?,37
Where is Santa Lucia ?,16
What female painter produced primitives of rural New England life ?,4
What are names of two old men who appear in the serial tv Muppets Show ?,4
What war saw battles at Parrot 's Beak and Black Virgin ?,10
What should you yell to hail a taxi in Madrid ?,12
What is the horsepower of the shuttle boosters ?,37
What year did Apartheid start ?,8
Who created Big Ben ?,4
What city is found in the city of OZ ?,22
What ever happened to the once popular Yale Lock Company ?,12
Name the Marvel team loosely based on DC 's Justice League of America ?,5
What did a 16th-century Aztec athlete get for putting a rubber ball through a ring ?,14
What populous state covers 49 ` 576 square miles ?,11
What college football team did Knute Rockne build into a power ?,5
In what state was there an 11 million gallon oil spill ?,11
When did Aldous Huxley write ` `` Brave New World '' ?,8
What country did the ancient Romans refer to as Hibernia ?,19
In what high-risk business venture did Jimmy the Greek bet and lose ?,5
What do chefs call The Master Spice ?,18
What is the abbreviation of General Motors ?,36
What is a Devo hat ?,7
How long was the longest hiccup attack ?,28
What kind of weapons were used in Medieval warfare ?,14
How many people live in Tokyo ?,13
What fruit-topped actress was known as The Brazilian Bombshell ?,4
What are birds descendents of ?,2
When the Tutankhamun exhibit was on display in the U.S. ` what moving company transported it ?,5
Which Kevin Costner movie involves the Sioux Indians ?,1
Who played the title role in My Favorite Martian ?,4
How does a scientific calculator work ?,0
What is a fear of fur ?,24
Who invented the game Scrabble ?,4
What part of their attire were `` pothooks '' to cowboys of the Old West ?,14
When did humans first begin to write history seriously ?,8
Why do we have to go to school ?,9
What is Toulmin logic ?,7
A corgi is a kind of what ?,14
What city in the U.S. experienced the most growth recently ?,22
What is a dangling participle ?,7
What Tokyo street glitters with famed department stores and nightclubs ?,16
What was the average life expectancy during the Stone Age ?,28
When Mighty Mouse was conceived ` what was his original name ?,4
What is the origin of the peace symbol ?,12
What group starred in the movie Rock Around the Clock ?,5
How many U.S. presidents were assassinated during Queen Victoria 's reign ?,13
When was the first flush toilet invented ?,8
What is Nathan Hamill 's role in the new Star Wars prequel ?,4
How many disks does each player have in a four-handed game of Crokinole ?,13
How old is the sun ?,28
What percentage of children between the ages of two and eleven watch ` The Simpsons ' ?,41
How can I find a list of ` fax and or email ` addresses for human resource departments in Massachusetts ?,0
How do I write to my Congressman ?,0
How many years ago did Led Zeppelin release its last album ?,13
What is the term for a group of geese ?,21
How many people was Randy Craft convicted of killing ?,13
What was the name of the famous battle between Texas and Mexico ?,10
What country are you in if you woo in the Wu dialect ?,19
What do you call a Poker hand with five cards of the same suit ?,21
What New York Yankee was known as The Iron Horse ?,4
Who is considered The First Lady of the American Stage ?,4
Who penned : `` Neither a borrower nor a lender be '' ?,4
What is moxie ?,7
What was the first Sam Spade novel ?,1
What song did Patti Page set people dancing to in 1950 ?,1
Who headed Hitler 's infamous Gestapo ?,4
What South American city features the exclusive Copacabana Beach and Ipanema ?,22
What German city do Italians call The Monaco of Bavaria ?,22
What island group contains Jersey ` Guernsey ` Sark and Herm ?,16
What is a fear of strong light ?,24
What is a person called that likes fire ?,4
Where was helium first discovered ` hence its name ?,16
What is the best way to overcome a fear ?,32
Name a South African diamond producer ?,5
Who made the musical plea Be True to Your School ?,4
What French designer declared : `` The jean is the destructor ! It is a dictator ! It is destroying creativity. The jean must be stopped ! '' ?,4
